header,class,gene,mechanism,group
gb|ASC49561.1|ARO:3004862|NDM-19_[Escherichia_coli]_,carbapenem;cephalosporin;cephamycin;penam,NDM-19,antibiotic_inactivation,NDM_beta-lactamase
gb|APZ75411.1|ARO:3004861|NDM-18_[Escherichia_coli]_,carbapenem;cephalosporin;cephamycin;penam,NDM-18,antibiotic_inactivation,NDM_beta-lactamase
gb|ABL75133.1|ARO:3004856|SCO-1_[Acinetobacter_baumannii]_,cephalosporin;penam;penem,SCO-1,antibiotic_inactivation,SCO_beta-lactamase
gb|AVR61040.1|ARO:3004854|CMY-136_[Escherichia_coli]_,cephalosporin;cephamycin,CMY-136,antibiotic_inactivation,CMY_beta-lactamase
gb|SXE97430.1|ARO:3004849|LEN-58_[Klebsiella_variicola]_,penam;penem,LEN-58,antibiotic_inactivation,LEN_beta-lactamase
gb|OZM21578.1|ARO:3004848|LEN-55_[Klebsiella_variicola]_,penam;penem,LEN-55,antibiotic_inactivation,LEN_beta-lactamase
gb|AYW19907.1|ARO:3004847|LEN-51_[Klebsiella_sp._P1CD1]_,penam;penem,LEN-51,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07957.1|ARO:3004846|LEN-43_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-43,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07959.1|ARO:3004845|LEN-42_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-42,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07958.1|ARO:3004844|LEN-41_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-41,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07956.1|ARO:3004843|LEN-40_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-40,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07955.1|ARO:3004842|LEN-39_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-39,antibiotic_inactivation,LEN_beta-lactamase
gb|AZA07954.1|ARO:3004841|LEN-38_[Klebsiella_variicola_subsp._tropicalensis]_,penam;penem,LEN-38,antibiotic_inactivation,LEN_beta-lactamase
gb|CTQ12020.1|ARO:3004840|LEN-34_[Klebsiella_variicola]_,penam;penem,LEN-34,antibiotic_inactivation,LEN_beta-lactamase
gb|CEL85185.1|ARO:3004839|LEN-32_[Klebsiella_variicola]_,penam;penem,LEN-32,antibiotic_inactivation,LEN_beta-lactamase
gb|SLY33602|ARO:3004838|LEN-30_[Klebsiella_pneumoniae]_,penam;penem,LEN-30,antibiotic_inactivation,LEN_beta-lactamase
gb|CAB76928.1|ARO:3004837|OXA-724_[Aeromonas_hydrophila]_,carbapenem;cephalosporin;penam,OXA-724,antibiotic_inactivation,OXA_beta-lactamase
gb|ALK01320.1|ARO:3004829|LEN-37_[Klebsiella_variicola]_,penam;penem,LEN-37,antibiotic_inactivation,LEN_beta-lactamase
gb|ALK01319.1|ARO:3004828|LEN-36_[Klebsiella_variicola]_,penam;penem,LEN-36,antibiotic_inactivation,LEN_beta-lactamase
gb|ALK01318.1|ARO:3004827|LEN-35_[Klebsiella_variicola]_,penam;penem,LEN-35,antibiotic_inactivation,LEN_beta-lactamase
gb|ABV89601.1|ARO:3004826|LAP-2_[Enterobacter_cloacae]_,aminoglycoside_antibiotic;fluoroquinolone_antibiotic;rifamycin_antibiotic;tetracycline_antibiotic,LAP-2,antibiotic_inactivation,LAP_beta-lactamase
gb|ABK58097.1|ARO:3004825|LAP-1_[Enterobacter_cloacae]_,aminoglycoside_antibiotic;fluoroquinolone_antibiotic;rifamycin_antibiotic;tetracycline_antibiotic,LAP-1,antibiotic_inactivation,LAP_beta-lactamase
gb|BAR80870.1|ARO:3004823|IMP-52_[Escherichia_coli]_,carbapenem;cephalosporin;cephamycin;penam;penem,IMP-52,antibiotic_inactivation,IMP_beta-lactamase
gb|CAD60972.1|ARO:3004822|HERA-8_[Atlantibacter_hermannii]_,penam,HERA-8,antibiotic_inactivation,HERA_beta-lactamase
gb|CAD60970.1|ARO:3004821|HERA-6_[Atlantibacter_hermannii]_,penam,HERA-6,antibiotic_inactivation,HERA_beta-lactamase
gb|CAD60969.1|ARO:3004820|HERA-5_[Atlantibacter_hermannii]_,penam,HERA-5,antibiotic_inactivation,HERA_beta-lactamase
gb|CAD60968.1|ARO:3004819|HERA-4_[Atlantibacter_hermannii]_,penam,HERA-4,antibiotic_inactivation,HERA_beta-lactamase
gb|AAL26996.1|ARO:3004818|HERA-3_[Atlantibacter_hermannii]_,penam,HERA-3,antibiotic_inactivation,HERA_beta-lactamase
gb|AAL26995.1|ARO:3004817|HERA-2_[Atlantibacter_hermannii]_,penam,HERA-2,antibiotic_inactivation,HERA_beta-lactamase
gb|AAT68576.1|ARO:3004816|GOB-9_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-9,antibiotic_inactivation,GOB_beta-lactamase
gb|AAQ54756.1|ARO:3004815|GOB-8_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-8,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89153.1|ARO:3004814|GOB-7_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-7,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89148.1|ARO:3004813|GOB-6_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-6,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89146.1|ARO:3004812|GOB-5_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-5,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89149.1|ARO:3004811|GOB-4_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-4,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89147.1|ARO:3004810|GOB-3_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-3,antibiotic_inactivation,GOB_beta-lactamase
gb|AAF89152.1|ARO:3004809|GOB-2_[Elizabethkingia_meningoseptica]_Partial,carbapenem;cephalosporin;penam,GOB-2,antibiotic_inactivation,GOB_beta-lactamase
gb|ACZ72746.1|ARO:3004808|GOB-16_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-16,antibiotic_inactivation,GOB_beta-lactamase
gb|AAV65595.1|ARO:3004807|GOB-15_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-15,antibiotic_inactivation,GOB_beta-lactamase
gb|AAT68582.1|ARO:3004806|GOB-14_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-14,antibiotic_inactivation,GOB_beta-lactamase
gb|AAT68580.1|ARO:3004805|GOB-13_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-13,antibiotic_inactivation,GOB_beta-lactamase
gb|AAT68579.1|ARO:3004804|GOB-12_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-12,antibiotic_inactivation,GOB_beta-lactamase
gb|AAT68578.1|ARO:3004803|GOB-11_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-11,antibiotic_inactivation,GOB_beta-lactamase
gb|AAT68577.1|ARO:3004802|GOB-10_[Elizabethkingia_meningoseptica]_,carbapenem;cephalosporin;penam,GOB-10,antibiotic_inactivation,GOB_beta-lactamase
gb|ADA78299.1|ARO:3004801|FTU-1_[Francisella_tularensis_subsp._tularensis_NE061598]_,penam,FTU-1,antibiotic_inactivation,FTU_beta-lactamase
gb|AQS23610.1|ARO:3004799|FRI-3_[Enterobacter_cloacae]_,penam,FRI-3,antibiotic_inactivation,FRI_beta-lactamase
gb|ANZ90381.1|ARO:3004798|FRI-2_[Enterobacter_asburiae]_,penam,FRI-2,antibiotic_inactivation,FRI_beta-lactamase
gb|ALE30770.1|ARO:3004797|FRI-1_[Enterobacter_cloacae]_,penam,FRI-1,antibiotic_inactivation,FRI_beta-lactamase
gb|AJI75632.1|ARO:3004795|FPH-1_[Francisella_philomiragia_subsp._philomiragia_ATCC_25015]_,penam,FPH-1,antibiotic_inactivation,FPH_beta-lactamase
gb|CAB61645.1|ARO:3004793|FONA-6_[Serratia_fonticola]_,penam,FONA-6,antibiotic_inactivation,FONA_beta-lactamase
gb|CAB61643.1|ARO:3004792|FONA-5_[Serratia_fonticola]_,penam,FONA-5,antibiotic_inactivation,FONA_beta-lactamase
gb|CAB61641.1|ARO:3004791|FONA-4_[Serratia_fonticola]_,penam,FONA-4,antibiotic_inactivation,FONA_beta-lactamase
gb|CAB61639.1|ARO:3004790|FONA-3_[Serratia_fonticola]_,penam,FONA-3,antibiotic_inactivation,FONA_beta-lactamase
gb|CAB61637.1|ARO:3004789|FONA-2_[Serratia_fonticola]_,penam,FONA-2,antibiotic_inactivation,FONA_beta-lactamase
gb|CAB61635.1|ARO:3004788|FONA-1_[Serratia_fonticola]_,penam,FONA-1,antibiotic_inactivation,FONA_beta-lactamase
gb|AFV91534.1|ARO:3004786|FIM-1_[Pseudomonas_aeruginosa]_Partial,carbapenem;cephalosporin,FIM-1,antibiotic_inactivation,FIM_beta-lactamase
gb|AAB81957.1|ARO:3004784|FAR-1_[Nocardia_farcinica]_,penam,FAR-1,antibiotic_inactivation,FAR_beta-lactamase
gb|AAL86999.1|ARO:3004782|ERP-1_[Erwinia_persicina]_,penam,ERP-1,antibiotic_inactivation,ERP_beta-lactamase
gb|AAM45855.1|ARO:3004780|DES-1_[Desulfovibrio_desulfuricans]_,penam,DES-1,antibiotic_inactivation,DES_beta-lactamase
gb|AKP17985.1|ARO:3004778|CMY-135_[Citrobacter_freundii]_,cephamycin,CMY-135,antibiotic_inactivation,CMY_beta-lactamase
gb|AFI56422.1|ARO:3004777|CMH-1_[Enterobacter_cloacae]_,cephalosporin,CMH-1,antibiotic_inactivation,CMH_beta-lactamase
gb|CAB55427.1|ARO:3004775|CME-1_[Elizabethkingia_meningoseptica]_,penam,CME-1,antibiotic_inactivation,CME_beta-lactamase
gb|AAL85333.1|ARO:3004773|CKO-1_[Citrobacter_koseri]_,penam,CKO-1,antibiotic_inactivation,CKO_beta-lactamase
gb|BAL40895.1|ARO:3004771|CIA-4_[Chryseobacterium_indologenes]_,carbapenem;cephalosporin,CIA-4,antibiotic_inactivation,CIA_beta-lactamase
gb|BAL40894.1|ARO:3004770|CIA-3_[Chryseobacterium_indologenes]_,carbapenem;cephalosporin,CIA-3,antibiotic_inactivation,CIA_beta-lactamase
gb|BAL40893.1|ARO:3004769|CIA-2_[Chryseobacterium_indologenes]_,carbapenem;cephalosporin,CIA-2,antibiotic_inactivation,CIA_beta-lactamase
gb|BAL40892.1|ARO:3004768|CIA-1_[Chryseobacterium_indologenes_NBRC_14944]_,carbapenem;cephalosporin,CIA-1,antibiotic_inactivation,CIA_beta-lactamase
gb|AAL55262.1|ARO:3004766|CGA-1_[Chryseobacterium_gleum]_,penam,CGA-1,antibiotic_inactivation,CGA_beta-lactamase
gb|ALF06101.1|ARO:3004764|CBP-1_[Clostridium_botulinum]_,penam,CBP-1,antibiotic_inactivation,CBP_beta-lactamase
gb|CAA90891.1|ARO:3004762|BRO-2_[Moraxella_catarrhalis_ATCC_43617]_,penam,BRO-2,antibiotic_inactivation,BRO_Beta-lactamase
gb|AAA92126.1|ARO:3004761|BRO-1_[Moraxella_catarrhalis]_,penam,BRO-1,antibiotic_inactivation,BRO_Beta-lactamase
gb|ABV63006.2|ARO:3004759|BPU-1_[Bacillus_pumilus_SAFR-032]_,penam,BPU-1,antibiotic_inactivation,BPU_Beta-lactamase
gb|AKD43328.1|ARO:3004757|BKC-1_[Klebsiella_pneumoniae]_,carbapenem,BKC-1,antibiotic_inactivation,BKC_Beta-lactamase
gb|CAA52618.1|ARO:3004755|BIL-1_[Escherichia_coli]_,cephalosporin,BIL-1,antibiotic_inactivation,BIL_Beta-lactamase
gb|ADB56658.1|ARO:3004753|BIC-1_[Pseudomonas_fluorescens]_,carbapenem,BIC-1,antibiotic_inactivation,BIC_Beta-lactamase
gb|AAF61147.1|ARO:3004751|BES-1_[Serratia_marcescens]_,penam,BES-1,antibiotic_inactivation,BES_Beta-lactamase
gb|ABU39980.1|ARO:3004749|BCL-1_[Bacillus_clausii]_,penam,BCL-1,antibiotic_inactivation,BCL_Beta-lactamase
gb|EIM09515.1|ARO:3004747|BAT-1_[Bacillus_atrophaeus_C89]_,cephalosporin,BAT-1,antibiotic_inactivation,BAT_Beta-lactamase
gb|AIG20028.1|ARO:3004745|MIR-23_[Enterobacter_cloacae]_,cephalosporin;monobactam,MIR-23,antibiotic_inactivation,MIR_beta-lactamase
gb|AAG44836.1|ARO:3004740|AST-1_[Nocardia_asteroides]_,cephalosporin;penam,AST-1,antibiotic_inactivation,AST_Beta-lactamase
gb|APY23865.1|ARO:3004739|ARL-6_[Staphylococcus_arlettae]_,penam,ARL-6,antibiotic_inactivation,ARL_Beta-lactamase
gb|APY23862.1|ARO:3004738|ARL-5_[Staphylococcus_arlettae]_,penam,ARL-5,antibiotic_inactivation,ARL_Beta-lactamase
gb|APY23838.1|ARO:3004737|ARL-4_[Staphylococcus_arlettae]_,penam,ARL-4,antibiotic_inactivation,ARL_Beta-lactamase
gb|APY23844.1|ARO:3004736|ARL-3_[Staphylococcus_arlettae]_,penam,ARL-3,antibiotic_inactivation,ARL_Beta-lactamase
gb|APY23841.1|ARO:3004735|ARL-2_[Staphylococcus_arlettae]_,penam,ARL-2,antibiotic_inactivation,ARL_Beta-lactamase
gb|APY23733.1|ARO:3004734|ARL-1_[Staphylococcus_arlettae]_,penam,ARL-1,antibiotic_inactivation,ARL_Beta-lactamase
gb|SOX29786.1|ARO:3004730|tva(A)_[Brachyspira_hyodysenteriae]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,tva(A),antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|QBQ69719.1|ARO:3004720|Tet(X4)_[Escherichia_coli]_,glycylcycline;tetracycline_antibiotic,Tet(X4),antibiotic_inactivation,tetracycline_inactivation_enzyme
gb|QBQ85438.1|ARO:3004719|Tet(X3)_[Acinetobacter_baumannii]_,glycylcycline;tetracycline_antibiotic,Tet(X3),antibiotic_inactivation,tetracycline_inactivation_enzyme
gb|AHB37625.1|ARO:3004715|vga(E)_Staphylococcus_cohnii_[Staphylococcus_cohnii]_,lincosamide_antibiotic;macrolide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;pleuromutilin_antibiotic;streptogramin_antibiotic;tetracycline_antibiotic,vga(E),antibiotic_target_protection,ABC-F_ATP-binding_cassette_ribosomal_protection_protein
gb|CAJ13568.1|ARO:3004704|aadA8b_[Escherichia_coli]_,aminoglycoside_antibiotic,aadA8b,antibiotic_inactivation,ANT(3'')
gb|AAA88560.1|ARO:3004699|sta_[Streptomyces_lavendulae]_,nucleoside_antibiotic,sta,antibiotic_inactivation,streptothricin_acetyltransferase_(SAT)
gb|AVM85875.1|ARO:3004698|MCR-5.2_[Escherichia_coli]_,peptide_antibiotic,MCR-5.2,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AVK94778.1|ARO:3004697|MCR-4.5_[Escherichia_coli]_,peptide_antibiotic,MCR-4.5,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AVK94779.1|ARO:3004696|MCR-4.4_[Escherichia_coli]_,peptide_antibiotic,MCR-4.4,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AUI38915.1|ARO:3004695|MCR-4.3_[Enterobacter_cloacae]_,peptide_antibiotic,MCR-4.3,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AVK94777.1|ARO:3004694|MCR-4.2_[Escherichia_coli]_,peptide_antibiotic,MCR-4.2,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AVZ47168.1|ARO:3004693|MCR-3.12_[Escherichia_coli]_,peptide_antibiotic,MCR-3.12,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AAL36430.1|ARO:3004692|aadA10_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA10,antibiotic_inactivation,ANT(3'')
gb|SBZ31568.1|ARO:3004691|MCR-3.4_[Klebsiella_pneumoniae]_,peptide_antibiotic,MCR-3.4,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AVM85874.1|ARO:3004690|MCR-1.13_[Escherichia_coli]_,peptide_antibiotic,MCR-1.13,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|BBB21811.1|ARO:3004689|MCR-1.12_[Escherichia_coli]_,peptide_antibiotic,MCR-1.12,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|ATM29809.1|ARO:3004688|MCR-1.11_[Escherichia_coli]_,peptide_antibiotic,MCR-1.11,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AQY61516.1|ARO:3004687|MCR-1.8_[Escherichia_coli]_,peptide_antibiotic,MCR-1.8,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AQQ11622.1|ARO:3004686|MCR-1.7_[Escherichia_coli]_,peptide_antibiotic,MCR-1.7,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|APM84488.1|ARO:3004685|MCR-1.5_[Escherichia_coli]_,peptide_antibiotic,MCR-1.5,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|WP_001572373.1|ARO:3004684|MCR-9_[Enterobacteriales]_,peptide_antibiotic,MCR-9,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|AAA27459.1|ARO:3004683|aadS_[Transposon_Tn4551]_,aminoglycoside_antibiotic,aadS,antibiotic_inactivation,ANT(6)
gb|CTQ57092.1|ARO:3004682|aadA27_[Acinetobacter_lwoffii]_,aminoglycoside_antibiotic,aadA27,antibiotic_inactivation,ANT(3'')
gb|AAG11411.2|ARO:3004680|APH(3')-VIIIa_[Streptomyces_rimosus]_,aminoglycoside_antibiotic,APH(3')-VIIIa,antibiotic_inactivation,APH(3')
gb|ALD03565.1|ARO:3004679|rmtE2_[Escherichia_coli]_Partial,aminoglycoside_antibiotic,rmtE2,antibiotic_target_alteration,16S_rRNA_methyltransferase_(G1405)
gb|ADA63498.1|ARO:3004678|rmtE_[Escherichia_coli]_,aminoglycoside_antibiotic,rmtE,antibiotic_target_alteration,16S_rRNA_methyltransferase_(G1405)
gb|ADW66527.1|ARO:3004677|rmtD2_[Klebsiella_aerogenes]_Partial,aminoglycoside_antibiotic,rmtD2,antibiotic_target_alteration,16S_rRNA_methyltransferase_(G1405)
gb|CAD91341.1|ARO:3004675|aphA15_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aphA15,antibiotic_inactivation,APH(3')
gb|BAG12271.1|ARO:3004674|FosD_[Staphylococcus_aureus]_,fosfomycin,FosD,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|ALM24145.1|ARO:3004673|FosB6_[Staphylococcus_aureus]_,fosfomycin,FosB6,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|ALN12426.1|ARO:3004672|FosB5_[Staphylococcus_aureus]_,fosfomycin,FosB5,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|ALM24139.1|ARO:3004671|FosB4_[Staphylococcus_aureus]_,fosfomycin,FosB4,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|BAE05988.1|ARO:3004670|FosB1_[Staphylococcus_haemolyticus_JCSC1435]_,fosfomycin,FosB1,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|AAL02176.1|ARO:3004669|emtA_[Enterococcus_faecium]_Partial,lincosamide_antibiotic;macrolide_antibiotic,emtA,antibiotic_target_alteration,non-erm_23S_ribosomal_RNA_methyltransferase_(G748)
gb|BAA14147.1|ARO:3004667|Staphylococcus_aureus_norA_[Staphylococcus_aureus]_,fluoroquinolone_antibiotic,Staphylococcus,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|ADI87853.1|ARO:3004666|pexA_[uncultured_bacterium_Ak20-3]_,phenicol_antibiotic,pexA,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|ABW91179.1|ARO:3004665|cmlA8_[Pseudomonas_aeruginosa]_,phenicol_antibiotic,cmlA8,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|AVL76727.1|ARO:3004663|FusF_[Staphylococcus_cohnii]_,fusidic_acid,FusF,antibiotic_target_protection,Target_protecting_FusB-type_protein_conferring_resistance_to_Fusidic_acid
gb|ASU10319.1|ARO:3004662|MCR-3.3_[Aeromonas_veronii]_,peptide_antibiotic,MCR-3.3,antibiotic_target_alteration,MCR_phosphoethanolamine_transferase
gb|EHS19134.1|ARO:3004661|Staphylococcus_aureus_FosB_[Staphylococcus_aureus_subsp._aureus_IS-88]_,fosfomycin,Staphylococcus,antibiotic_inactivation,fosfomycin_thiol_transferase
gb|AID93387.1|ARO:3004660|catB11_[Klebsiella_oxytoca_KONIH1]_,phenicol_antibiotic,catB11,antibiotic_inactivation,chloramphenicol_acetyltransferase_(CAT)
gb|AAF74725.1|ARO:3004659|Mef(En2)_[Bacteroides_fragilis]_,macrolide_antibiotic,Mef(En2),antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|AFN69318.1|ARO:3004658|catA8_[Listeria_monocytogenes]_,phenicol_antibiotic,catA8,antibiotic_inactivation,chloramphenicol_acetyltransferase_(CAT)
gb|AAA25655.1|ARO:3004657|catA4_[Proteus_mirabilis]_,phenicol_antibiotic,catA4,antibiotic_inactivation,chloramphenicol_acetyltransferase_(CAT)
gb|CAA37805.1|ARO:3004656|catII_from_Escherichia_coli_K-12_[Escherichia_coli_K-12]_,phenicol_antibiotic,catII,antibiotic_inactivation,chloramphenicol_acetyltransferase_(CAT)
gb|AAA26779.1|ARO:3004652|Erm(O)-lrm_[Streptomyces_lividans]_,lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic,Erm(O)-lrm,antibiotic_target_alteration,Erm_23S_ribosomal_RNA_methyltransferase
gb|AEO25219.1|ARO:3004651|lin_[Listeria_monocytogenes_FSL_R2-561]_,lincosamide_antibiotic,lin,antibiotic_inactivation,lincosamide_nucleotidyltransferase_(LNU)
gb|AAB08924.1|ARO:3004650|tetU_[Enterococcus_faecium]_,tetracycline_antibiotic,tetU,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|CDF47262.1|ARO:3004649|cfr(B)_[Clostridioides_difficile]_,lincosamide_antibiotic;oxazolidinone_antibiotic;phenicol_antibiotic;streptogramin_antibiotic,cfr(B),antibiotic_target_alteration,Cfr_23S_ribosomal_RNA_methyltransferase
gb|AHF82024.1|ARO:3004648|AQU-3_[Aeromonas_dhakensis]_,cephalosporin,AQU-3,antibiotic_inactivation,AQU_beta-lactamase
gb|AHF82023.1|ARO:3004647|AQU-2_[Aeromonas_hydrophila]_,cephalosporin,AQU-2,antibiotic_inactivation,AQU_beta-lactamase
gb|ABO40886.1|ARO:3004645|dfrI_[Yersinia_ruckeri]_,diaminopyrimidine_antibiotic,dfrI,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
gb|CAB06660.1|ARO:3004644|dfrA6_from_Proteus_mirabilis_[Proteus_mirabilis]_,diaminopyrimidine_antibiotic,dfrA6,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
gb|WP_010896559.1|ARO:3004643|Erm(K)_[Bacillus_halodurans]_,lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic,Erm(K),antibiotic_target_alteration,Erm_23S_ribosomal_RNA_methyltransferase
gb|AAN85115.1|ARO:3004642|dfrA3b_[Citrobacter_freundii]_Partial,diaminopyrimidine_antibiotic,dfrA3b,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
gb|AEA07977.1|ARO:3004641|aacA43_[Klebsiella_pneumoniae]_,aminoglycoside_antibiotic,aacA43,antibiotic_inactivation,AAC(6')
gb|CAI29521.1|ARO:3004640|dfrA15b_[Salmonella_enterica_subsp._enterica]_,diaminopyrimidine_antibiotic,dfrA15b,antibiotic_target_replacement,trimethoprim_resistant_dihydrofolate_reductase_dfr
gb|NP_862226.1|ARO:3004639|Corynebacterium_striatum_tetA_[Corynebacterium_striatum]_,penam;tetracycline_antibiotic,Corynebacterium,antibiotic_efflux,major_facilitator_superfamily_(MFS)_antibiotic_efflux_pump
gb|BAN78519.1|ARO:3004638|AAC(6')-Iag_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Iag,antibiotic_inactivation,AAC(6')
gb|AQV34023.1|ARO:3004637|qnrE2_[Escherichia_coli]_,fluoroquinolone_antibiotic,qnrE2,antibiotic_target_protection,quinolone_resistance_protein_(qnr)
gb|APC93960.1|ARO:3004636|qnrE1_[Klebsiella_pneumoniae]_,fluoroquinolone_antibiotic,qnrE1,antibiotic_target_protection,quinolone_resistance_protein_(qnr)
gb|AAA90937.1|ARO:3004635|AAC(6')-Il_[Klebsiella_aerogenes]_Partial,aminoglycoside_antibiotic,AAC(6')-Il,antibiotic_inactivation,AAC(6')
gb|ALA14808.1|ARO:3004634|ADC-73_[Acinetobacter_baumannii]_,cephalosporin,ADC-73,antibiotic_inactivation,ADC_beta-lactamase_without_carbapenemase_activity
gb|AFP89364.1|ARO:3004633|ADC-67_[Acinetobacter_baumannii]_,cephalosporin,ADC-67,antibiotic_inactivation,ADC_beta-lactamase_without_carbapenemase_activity
gb|AFK24475.1|ARO:3004632|ADC-62_[Acinetobacter_baumannii]_,cephalosporin,ADC-62,antibiotic_inactivation,ADC_beta-lactamase_without_carbapenemase_activity
gb|AAK63041.1|ARO:3004629|AAC(6')-Im_[Escherichia_coli]_,aminoglycoside_antibiotic,AAC(6')-Im,antibiotic_inactivation,AAC(6')
gb|BAM16262.1|ARO:3004628|AAC(2')-IIa_[Burkholderia_glumae]_,aminoglycoside_antibiotic,AAC(2')-IIa,antibiotic_inactivation,AAC(2')
gb|AZP56652.1|ARO:3004627|QnrS15_[Escherichia_coli]_,fluoroquinolone_antibiotic,QnrS15,antibiotic_target_protection,quinolone_resistance_protein_(qnr)
gb|OPG86592.1|ARO:3004626|Erm(49)_[Bifidobacterium_breve]_,lincosamide_antibiotic;macrolide_antibiotic;streptogramin_antibiotic,Erm(49),antibiotic_target_alteration,Erm_23S_ribosomal_RNA_methyltransferase
