header,class,group,gene,mechanism
JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM,beta-lactam,VIM,VIM-30,NA
AAM93063|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:505182965:ref:WP_015370067.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:446533235:ref:WP_000610581.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:647321642:ref:WP_025758846.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:281599802:gb:ADA72786.1:|FEATURES|acrA|multidrug|acrA,multidrug,acrA,acrA,NA
gi:911859034:ref:WP_050157472.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:556486615:ref:WP_023334348.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
P74872|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
HM570035.1.gene1.p01|FEATURES|OXA-179|beta-lactam|OXA,beta-lactam,OXA,OXA-179,NA
gi:488321803:ref:WP_002391188.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AF024666.2.gene6.p01|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
gi:851922185:ref:WP_048218206.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
NP_645462|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
CAW28031|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:446657954:ref:WP_000735300.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
YP_002269553|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:545044102:ref:WP_021418925.1:|FEATURES|vanW|glycopeptide|vanW,glycopeptide,vanW,vanW,NA
gi:916182247:ref:WP_050964278.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:486353230:ref:WP_001590854.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
YP_001848841|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I,aminoglycoside,aac(2')-I,aac(2')-I,NA
gi:1016944275:ref:WP_063145761.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:506987090:ref:WP_016078505.1:|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:765534984:ref:WP_044742103.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:693055084:ref:WP_032223202.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
AAD43097|FEATURES|PSE-1|beta-lactam|PSE-1,beta-lactam,PSE-1,PSE-1,NA
gi:919972890:ref:WP_052924500.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:740643588:ref:WP_038429037.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:1031657016:gb:ANG24801.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:447120629:ref:WP_001197885.1:|FEATURES|mdtB|multidrug|mdtB,multidrug,mdtB,mdtB,NA
gi:959911064:ref:WP_058174497.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:635732713:gb:KDF14438.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:554316762:gb:ESH53118.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
CP000675.2.gene1535.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR,unclassified,transcriptional_regulatory_protein_CpxR_cpxR,transcriptional_regulatory_protein_CpxR_cpxR,NA
gi:486162858:ref:WP_001526415.1:|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
gi:447064824:ref:WP_001142080.1:|FEATURES|dfrA23|diaminopyrimidine|dfrA23,diaminopyrimidine,dfrA23,dfrA23,NA
gi:738164208:ref:WP_036121297.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:959891461:ref:WP_058162118.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:648450610:ref:WP_026142361.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
DQ392963.1.gene1.p01|FEATURES|OXA-88|beta-lactam|OXA,beta-lactam,OXA,OXA-88,NA
YP_001898234|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
BAC57479|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
ZP_04192734|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:895966795:ref:WP_049046164.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:695268617:ref:WP_032490794.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
YP_002931998|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:691013642:ref:WP_031975766.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
Y17583.1.gene1.p01|FEATURES|TEM-22|beta-lactam|TEM,beta-lactam,TEM,TEM-22,NA
gi:1006151081:ref:WP_061733222.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:746042187:ref:WP_039113376.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:1033061324:ref:WP_064372453.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:555070833:gb:ESM14988.1:|FEATURES|mdtA|multidrug|mdtA,multidrug,mdtA,mdtA,NA
gi:950829279:ref:WP_057523151.1:|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
gi:571687570:gb:ETQ77221.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
M20305.1.gene1.p1|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I,aminoglycoside,aph(3')-I,aph(3')-I,NA
gi:488171729:ref:WP_002242937.1:|FEATURES|mtrE|multidrug|mtrE,multidrug,mtrE,mtrE,NA
AF453998.2.gene4.p01|FEATURES|ant(3'')-Ih-aac(6')-IId|aminoglycoside|ant(3'')-Ih-aac(6')-IId,aminoglycoside,ant(3'')-Ih-aac(6')-IId,ant(3'')-Ih-aac(6')-IId,NA
ABC60094|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
gi:649725857:gb:AIC64451.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
JX121127.1.gene1.p01|FEATURES|SHV-160|beta-lactam|SHV,beta-lactam,SHV,SHV-160,NA
gi:959897178:ref:WP_058165238.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:496665986:ref:WP_009308476.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
YP_001124322|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:727382096:ref:WP_033804165.1:|FEATURES|emrK|multidrug|emrK,multidrug,emrK,emrK,NA
gi:657322971:ref:WP_029396025.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:657062189:ref:WP_029304661.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
AF353562.gene.p01|FEATURES|tet35|tetracycline|tet35,tetracycline,tet35,tet35,NA
gi:491322039:ref:WP_005180005.1:|FEATURES|ompR|multidrug|ompR,multidrug,ompR,ompR,NA
AY368237.1.gene1.p1|FEATURES|TEM-128|beta-lactam|TEM,beta-lactam,TEM,TEM-128,NA
gi:1031655584:gb:ANG24201.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:585366847:ref:WP_024248430.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
HM488989.1.gene1.p1|FEATURES|OXA-168|beta-lactam|OXA,beta-lactam,OXA,OXA-168,NA
gi:295443907:dbj:BAJ06377.1:|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
gi:384406791:gb:AFH89469.1:|FEATURES|CTX-M-14|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-14,NA
gi:980874642:ref:WP_059362006.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:493521962:ref:WP_006476058.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
Q4KC13|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:447079908:ref:WP_001157164.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
AY307100.1.gene1.p1|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:1028101930:ref:WP_063857772.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ACF08831|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
JN596280.1.gene4.p01|FEATURES|GES-20|beta-lactam|GES,beta-lactam,GES,GES-20,NA
gi:649725831:gb:AIC64438.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:870711715:gb:AKP16679.1:|FEATURES|erm(41)|MLS|erm(41),MLS,erm(41),erm(41),NA
NP_455648|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:738496032:ref:WP_036445106.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:754613472:ref:WP_042002901.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
CP000647.1.gene4115.p01|FEATURES|emrD|multidrug|emrD,multidrug,emrD,emrD,NA
gi:691085756:ref:WP_032019894.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:1031818785:ref:WP_064147020.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:585330820:ref:WP_024212479.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
ZP_01722744|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:980947264:ref:WP_059370759.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:765472015:ref:WP_044721456.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:921231571:ref:WP_053176464.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:1043549336:ref:WP_065392391.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
M60253.gene.p01|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:447110046:ref:WP_001187302.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
ZP_04679156|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:1017244965:emb:SAD77836.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:522052526:ref:WP_020563735.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
ABK86187|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
EDJ91555|FEATURES|PBP-1A|beta-lactam|PBP-1A,beta-lactam,PBP-1A,PBP-1A,NA
gi:446834446:ref:WP_000911702.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:851928815:ref:WP_048221086.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
Q47748|FEATURES|vanH|glycopeptide|vanH,glycopeptide,vanH,vanH,NA
gi:446842982:ref:WP_000920238.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AB753456.1.gene1.p01|FEATURES|IMP-42|beta-lactam|IMP,beta-lactam,IMP,IMP-42,NA
gi:510921378:ref:WP_016242211.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
ZP_03984378|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
P94507|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:1016932841:ref:WP_063135291.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:829792077:ref:WP_047347827.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:504872883:ref:WP_015059985.1:|FEATURES|ereA|MLS|ereA,MLS,ereA,ereA,NA
gi:498424272:ref:WP_010730861.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
P10952|FEATURES|tetO|tetracycline|tetO,tetracycline,tetO,tetO,NA
gi:1028086745:ref:WP_063845118.1:|FEATURES|floR|phenicol|floR,phenicol,floR,floR,NA
gi:896355182:ref:WP_049310020.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:835330218:ref:WP_047457825.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:693233720:ref:WP_032345395.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1016491603:ref:WP_063080527.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:446964023:ref:WP_001041279.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:1001893474:ref:WP_061347329.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
ZP_04589788|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:966396486:ref:WP_058441292.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:857585846:emb:CRL62776.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:488169135:ref:WP_002240343.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:686362947:ref:WP_031892831.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:754616285:ref:WP_042005109.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
gi:1035157543:ref:WP_064511508.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:487383142:ref:WP_001655331.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
AAK32688|FEATURES|CMY-78|beta-lactam|CMX,beta-lactam,CMX,CMY-78,NA
gi:487381789:ref:WP_001654151.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:898303707:ref:WP_049581793.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:507050365:ref:WP_016121371.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
gi:738205817:ref:WP_036161732.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:759400753:ref:WP_043125254.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:559190341:ref:WP_023568331.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:844773046:ref:WP_047936044.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:949722929:ref:WP_057066295.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:983283047:ref:WP_060475095.1:|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:553771491:ref:WP_023103521.1:|FEATURES|mexD|multidrug|mexD,multidrug,mexD,mexD,NA
gi:1036316000:gb:OAZ59366.1:|FEATURES|ykkC|multidrug|ykkC,multidrug,ykkC,ykkC,NA
gi:1031642734:gb:ANG18325.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
YP_002333394|FEATURES|vanH|glycopeptide|vanH,glycopeptide,vanH,vanH,NA
BAE98117|FEATURES|aph(3''')-III|aminoglycoside|aph(3''')-III,aminoglycoside,aph(3''')-III,aph(3''')-III,NA
gi:895884557:ref:WP_048988408.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:516771669:ref:WP_018093204.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I,aminoglycoside,aph(6)-I,aph(6)-I,NA
gi:694097275:ref:WP_032441341.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:757686578:ref:WP_042917070.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:487670925:ref:WP_001756235.1:|FEATURES|sul2|sulfonamide|sul2,sulfonamide,sul2,sul2,NA
gi:447124495:ref:WP_001201751.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
AAD42181|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
gi:445983943:ref:WP_000061798.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:1016942913:ref:WP_063144441.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
ZP_04620400|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:754493746:ref:WP_041910641.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
KF297581.1.gene1.p01|FEATURES|OXA-352|beta-lactam|OXA,beta-lactam,OXA,OXA-352,NA
gi:938460528:ref:WP_054624864.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:959893159:ref:WP_058163506.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:823297573:ref:WP_047053107.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:896543445:ref:WP_049444987.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:496263491:ref:WP_008976876.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
gi:835352810:ref:WP_047470813.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:446110269:ref:WP_000188124.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:501654546:ref:WP_012613742.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:920465160:ref:WP_052991191.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
ABB70047|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
gi:1036666949:ref:WP_064720082.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:1006171094:ref:WP_061738168.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
CAO91609|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
gi:542004148:gb:ERH50104.1:|FEATURES|lmrB|MLS|lmrB,MLS,lmrB,lmrB,NA
gi:955473245:ref:WP_058100717.1:|FEATURES|floR|phenicol|floR,phenicol,floR,floR,NA
gi:696402390:ref:WP_032974230.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:727812385:ref:WP_033896017.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
ZP_04244950|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:489927712:ref:WP_003831044.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
JX121117.1.gene1.p01|FEATURES|SHV-150|beta-lactam|SHV,beta-lactam,SHV,SHV-150,NA
gi:928802998:ref:WP_053873428.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:498515253:ref:WP_010815429.1:|FEATURES|vanB|glycopeptide|vanB,glycopeptide,vanB,vanB,NA
AJ223970.1.gene1.p01|FEATURES|ermO|MLS|ermO,MLS,ermO,ermO,NA
gi:554960030:ref:WP_023204860.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
CAF33325|FEATURES|aac(3)-VIII|aminoglycoside|aac(3)-VIII,aminoglycoside,aac(3)-VIII,aac(3)-VIII,NA
gi:518922571:ref:WP_020078446.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:446014368:ref:WP_000092223.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:544707441:ref:WP_021137831.1:|FEATURES|tetO|tetracycline|tetO,tetracycline,tetO,tetO,NA
YP_001178170|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:505415545:ref:WP_015602647.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
ZP_04576183|FEATURES|tetW|tetracycline|tetW,tetracycline,tetW,tetW,NA
gi:487403919:ref:WP_001672347.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:685898668:ref:WP_031639304.1:|FEATURES|oprN|multidrug|oprN,multidrug,oprN,oprN,NA
gi:489016406:ref:WP_002926925.1:|FEATURES|cmeB|multidrug|cmeB,multidrug,cmeB,cmeB,NA
gi:738171806:ref:WP_036128605.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
CAL12097|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:749031651:ref:WP_040079219.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
JX042489.1.gene1.p01|FEATURES|TEM-19|beta-lactam|TEM,beta-lactam,TEM,TEM-19,NA
gi:485738364:ref:WP_001365595.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:1028094217:ref:WP_063851255.1:|FEATURES|fusB|fusaric-acid|fusB,fusaric-acid,fusB,fusB,NA
gi:697051848:ref:WP_033144454.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
B2VGJ3|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:1031631036:gb:ANG12686.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:490051604:ref:WP_003953942.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:959848339:ref:WP_058133601.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:446533218:ref:WP_000610564.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:691078841:ref:WP_032016505.1:|FEATURES|adeJ|multidrug|adeJ,multidrug,adeJ,adeJ,NA
gi:446993873:ref:WP_001071129.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:896035711:ref:WP_049091836.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:447079912:ref:WP_001157168.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
AAD51345|FEATURES|smeB|multidrug|smeB,multidrug,smeB,smeB,NA
A7ZZ10|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:649725635:gb:AIC64340.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:489865065:ref:WP_003768662.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:942468338:ref:WP_055321762.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:565648659:ref:WP_023896298.1:|FEATURES|mexB|multidrug|mexB,multidrug,mexB,mexB,NA
gi:686370148:ref:WP_031895695.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:730658257:ref:WP_034065477.1:|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I,aminoglycoside,aac(3)-I,aac(3)-I,NA
gi:446601624:ref:WP_000678970.1:|FEATURES|mdtA|multidrug|mdtA,multidrug,mdtA,mdtA,NA
AAP46584|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:487400954:ref:WP_001670066.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:447004751:ref:WP_001082007.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
gi:739712629:ref:WP_037566449.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:693022659:ref:WP_032200101.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:445966132:ref:WP_000043987.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
Y11069.1.gene1.p01|FEATURES|SHV-6|beta-lactam|SHV,beta-lactam,SHV,SHV-6,NA
gi:485886761:ref:WP_001480338.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:649725731:gb:AIC64388.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
gi:488998094:ref:WP_002908777.1:|FEATURES|cmeB|multidrug|cmeB,multidrug,cmeB,cmeB,NA
gi:730620238:ref:WP_034054718.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
A7FE74|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
YP_001882916|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:505805749:ref:WP_015703513.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:664352659:ref:WP_030880307.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:487406742:ref:WP_001674825.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
ZP_04103077|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:896447777:ref:WP_049376965.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:1022664304:ref:WP_063420886.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:817602846:ref:WP_046596462.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
ACC95128|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:727195486:ref:WP_033657164.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:896533167:ref:WP_049436147.1:|FEATURES|mecI|beta-lactam|mecI,beta-lactam,mecI,mecI,NA
KF526113.1.gene1.p01|FEATURES|CMY-100|beta-lactam|CMX,beta-lactam,CMX,CMY-100,NA
gi:545171992:ref:WP_021526277.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
