header	amino_acid_length	nucleotide_length
ACO57220|FEATURES|argannot|beta_lactam|NmcR|antibiotic_inactivation|0	291	873
AAK63223|FEATURES|argannot|beta_lactam|Sed1|antibiotic_inactivation|1	295	885
AAB72007|FEATURES|argannot|beta_lactam|ROB-1|antibiotic_inactivation|1	305	915
AAK83220|FEATURES|argannot|beta_lactam|blaRAHN-1|antibiotic_inactivation|1	295	885
ADO51656|FEATURES|argannot|beta_lactam|BL2be_ctxm|antibiotic_inactivation|1	295	885
ADW20349|FEATURES|argannot|beta_lactam|LRA-1|antibiotic_inactivation|1	309	927
ABQ10556|FEATURES|argannot|beta_lactam|PER-1|antibiotic_inactivation|1	308	924
CAA63714|FEATURES|argannot|beta_lactam|PER-2|antibiotic_inactivation|1	308	924
AAU89132|FEATURES|argannot|beta_lactam|PER-3|antibiotic_inactivation|1	308	924
ACE77058|FEATURES|argannot|beta_lactam|PER-4|antibiotic_inactivation|1	308	924
ACN22483|FEATURES|argannot|beta_lactam|PER-5|antibiotic_inactivation|1	308	924
ADU79020|FEATURES|argannot|beta_lactam|PER-6|antibiotic_inactivation|1	308	924
AFE02728.1|FEATURES|argannot|beta_lactam|PER-7|antibiotic_inactivation|1	308	924
BAP39824|FEATURES|argannot|beta_lactam|blaPER-8|antibiotic_inactivation|1	308	924
AAG13410|FEATURES|argannot|beta_lactam|KPC-2|antibiotic_inactivation|1	293	879
AEN02811|FEATURES|argannot|beta_lactam|blaKPC-18|antibiotic_inactivation|1	293	879
AEN02506|FEATURES|argannot|beta_lactam|KPC-3|antibiotic_inactivation|1	293	879
ACL01102|FEATURES|argannot|beta_lactam|KPC-4|antibiotic_inactivation|1	293	879
ABY91240|FEATURES|argannot|beta_lactam|KPC-5|antibiotic_inactivation|1	293	879
ACB71165|FEATURES|argannot|beta_lactam|KPC-6|antibiotic_inactivation|1	293	879
ACE62798|FEATURES|argannot|beta_lactam|KPC-7|antibiotic_inactivation|1	293	879
ACI95258|FEATURES|argannot|beta_lactam|KPC-8|antibiotic_inactivation|1	293	879
ACM91559|FEATURES|argannot|beta_lactam|KPC-9|antibiotic_inactivation|1	284	852
ACS35345|FEATURES|argannot|beta_lactam|KPC-10|antibiotic_inactivation|1	293	879
ADH95186|FEATURES|argannot|beta_lactam|KPC-11|antibiotic_inactivation|1	293	879
AEA73284|FEATURES|argannot|beta_lactam|KPC-13|antibiotic_inactivation|1	293	879
AEA73285|FEATURES|argannot|beta_lactam|KPC-13|antibiotic_inactivation|1	293	879
AFV48348|FEATURES|argannot|beta_lactam|KPC-14|antibiotic_inactivation|1	291	873
AGF70638|FEATURES|argannot|beta_lactam|KPC-15|antibiotic_inactivation|1	293	879
AGJ01153|FEATURES|argannot|beta_lactam|KPC-16|antibiotic_inactivation|1	293	879
AGJ01154|FEATURES|argannot|beta_lactam|KPC-17|antibiotic_inactivation|1	293	879
AIH07017|FEATURES|argannot|beta_lactam|KPC-19|antibiotic_inactivation|1	293	879
AIX87991|FEATURES|argannot|beta_lactam|KPC-22|antibiotic_inactivation|1	293	879
AKQ06274|FEATURES|argannot|beta_lactam|blaKPC-24|antibiotic_inactivation|1	293	879
CAB75346|FEATURES|argannot|beta_lactam|L1|antibiotic_inactivation|1	295	885
CAA55007|FEATURES|argannot|beta_lactam|LAT-1|antibiotic_inactivation|1	381	1143
CAA40146|FEATURES|argannot|beta_lactam|LCR-1|antibiotic_inactivation|1	260	780
BAF91108|FEATURES|argannot|beta_lactam|KHM-1|antibiotic_inactivation|1	241	723
AAK38324.1|FEATURES|argannot|beta_lactam|JOHN-1|antibiotic_inactivation|1	248	744
AAK96394|FEATURES|argannot|beta_lactam|CARB-1|antibiotic_inactivation|1	288	864
CAP72547|FEATURES|argannot|beta_lactam|CARB-10|antibiotic_inactivation|1	288	864
ABO21411|FEATURES|argannot|beta_lactam|IND-7|antibiotic_inactivation|1	239	717
ABO21414|FEATURES|argannot|beta_lactam|IND-2|antibiotic_inactivation|1	243	729
AAG29763|FEATURES|argannot|beta_lactam|IND-3|antibiotic_inactivation|1	239	717
AAG29765|FEATURES|argannot|beta_lactam|IND-4|antibiotic_inactivation|1	242	726
AAS78754|FEATURES|argannot|beta_lactam|IND-5|antibiotic_inactivation|1	239	717
CAJ32373|FEATURES|argannot|beta_lactam|IND-6|antibiotic_inactivation|1	239	717
BAJ05825|FEATURES|argannot|beta_lactam|IND-7|antibiotic_inactivation|1	239	717
ACZ65152|FEATURES|argannot|beta_lactam|IND-8|antibiotic_inactivation|1	239	717
ACZ65153|FEATURES|argannot|beta_lactam|IND-9|antibiotic_inactivation|1	239	717
ADA13241|FEATURES|argannot|beta_lactam|IND-10|antibiotic_inactivation|1	239	717
ADK25050|FEATURES|argannot|beta_lactam|IND-11|antibiotic_inactivation|1	243	729
ADK25051|FEATURES|argannot|beta_lactam|IND-12|antibiotic_inactivation|1	243	729
ADK25052|FEATURES|argannot|beta_lactam|IND-2a|antibiotic_inactivation|1	243	729
ADK38716|FEATURES|argannot|beta_lactam|IND-14|antibiotic_inactivation|1	239	717
BAJ14288|FEATURES|argannot|beta_lactam|IND-15|antibiotic_inactivation|1	243	729
ADH03007|FEATURES|argannot|beta_lactam|IMP-14|antibiotic_inactivation|1	246	738
BAD26594|FEATURES|argannot|beta_lactam|IMP-2|antibiotic_inactivation|1	246	738
BAA77393|FEATURES|argannot|beta_lactam|IMP-3|antibiotic_inactivation|1	246	738
ABC24668|FEATURES|argannot|beta_lactam|IMP-26|antibiotic_inactivation|1	246	738
AAK27847|FEATURES|argannot|beta_lactam|IMP-5|antibiotic_inactivation|1	246	738
BAL45798|FEATURES|argannot|beta_lactam|IMP-6|antibiotic_inactivation|1	246	738
AAT48071|FEATURES|argannot|beta_lactam|IMP-7|antibiotic_inactivation|1	246	738
AEI54179|FEATURES|argannot|beta_lactam|IMP-24|antibiotic_inactivation|1	246	738
ADI49236|FEATURES|argannot|beta_lactam|IMP-9|antibiotic_inactivation|1	245	735
BAB72072|FEATURES|argannot|beta_lactam|IMP-11|antibiotic_inactivation|1	245	735
AER27704|FEATURES|argannot|beta_lactam|IMP-13|antibiotic_inactivation|1	246	738
AAT49070|FEATURES|argannot|beta_lactam|IMP-15|antibiotic_inactivation|1	246	738
CAE48334|FEATURES|argannot|beta_lactam|IMP-16|antibiotic_inactivation|1	246	738
BAJ19094.1|FEATURES|argannot|beta_lactam|IMP-18|antibiotic_inactivation|1	246	738
BAD89185|FEATURES|argannot|beta_lactam|IMP-19|antibiotic_inactivation|1	246	738
BAD81061|FEATURES|argannot|beta_lactam|IMP-20|antibiotic_inactivation|1	246	738
BAD89802|FEATURES|argannot|beta_lactam|IMP-21|antibiotic_inactivation|1	245	735
CAS92952|FEATURES|argannot|beta_lactam|IMP-22|antibiotic_inactivation|1	246	738
ABM68358|FEATURES|argannot|beta_lactam|IMP-24|antibiotic_inactivation|1	246	738
ABY60377|FEATURES|argannot|beta_lactam|IMP-45|antibiotic_inactivation|1	245	735
AEH41427|FEATURES|argannot|beta_lactam|IMP-27|antibiotic_inactivation|1	246	738
ADU33210|FEATURES|argannot|beta_lactam|IMP-28|antibiotic_inactivation|1	246	738
ADT63777|FEATURES|argannot|beta_lactam|IMP-29|antibiotic_inactivation|1	246	738
AEN75249|FEATURES|argannot|beta_lactam|IMP-38|antibiotic_inactivation|1	246	738
AFR33816|FEATURES|argannot|beta_lactam|IMP-32|antibiotic_inactivation|1	246	738
AEU17778|FEATURES|argannot|beta_lactam|IMP-33|antibiotic_inactivation|1	246	738
BAP75826|FEATURES|argannot|beta_lactam|IMP-34|antibiotic_inactivation|1	246	738
AFO59566|FEATURES|argannot|beta_lactam|IMP-35|antibiotic_inactivation|1	246	738
AFP97028|FEATURES|argannot|beta_lactam|IMP-37|antibiotic_inactivation|1	248	744
BAA08930.1|FEATURES|argannot|beta_lactam|IMP-1|antibiotic_inactivation|1	246	738
BAM62794|FEATURES|argannot|beta_lactam|IMP-40|antibiotic_inactivation|1	246	738
BAM62795|FEATURES|argannot|beta_lactam|IMP-41|antibiotic_inactivation|1	245	735
BAM62793|FEATURES|argannot|beta_lactam|IMP-42|antibiotic_inactivation|1	246	738
BAM98935|FEATURES|argannot|beta_lactam|IMP-43|antibiotic_inactivation|1	246	738
BAM98942|FEATURES|argannot|beta_lactam|IMP-44|antibiotic_inactivation|1	245	735
AKO63210|FEATURES|argannot|beta_lactam|IMP-18|antibiotic_inactivation|1	246	738
BAQ56016|FEATURES|argannot|beta_lactam|IMP-51|antibiotic_inactivation|1	246	738
BAR80870|FEATURES|argannot|beta_lactam|blaIMP-52|antibiotic_inactivation|1	246	738
AAA93461.1|FEATURES|argannot|beta_lactam|IMI-1|antibiotic_inactivation|1	292	876
AEU10762|FEATURES|argannot|beta_lactam|IMI-2|antibiotic_inactivation|1	292	876
ACX71212|FEATURES|argannot|beta_lactam|IMI-3|antibiotic_inactivation|1	292	876
AHE78014|FEATURES|argannot|beta_lactam|IMI-4|antibiotic_inactivation|1	292	876
AIS19858|FEATURES|argannot|beta_lactam|IMI-7|antibiotic_inactivation|1	292	876
AIY69088|FEATURES|argannot|beta_lactam|bla(IMI-8)|antibiotic_inactivation|1	292	876
AAL26797|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
AAL26995|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
AAL26996|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
CAD60968|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
CAD60969|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
CAD60970|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
CAD60972|FEATURES|argannot|beta_lactam|dsx2_1119|antibiotic_inactivation|1	290	870
AAF04458|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAF89152|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAF89147|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAF89149|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAF89146|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAF89148|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAF89153|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	252	756
AAQ54756|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAT68576|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAT68577|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAT68578|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	292	876
AAT68579|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAT68580|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	292	876
AAT68582|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	292	876
AAV65595|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	292	876
ACZ72746|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AAY53478|FEATURES|argannot|beta_lactam|GOB-1|antibiotic_inactivation|1	290	870
AEX25999|FEATURES|argannot|beta_lactam|GIM-1|antibiotic_inactivation|1	250	750
AIY26289|FEATURES|argannot|beta_lactam|GIM-2|antibiotic_inactivation|1	250	750
CAQ53840|FEATURES|argannot|beta_lactam|AIM-1|antibiotic_inactivation|1	303	909
ADN96169|FEATURES|argannot|beta_lactam|GES-1|antibiotic_inactivation|1	287	861
AAK58421|FEATURES|argannot|beta_lactam|GES-2|antibiotic_inactivation|1	287	861
AAR97270.1|FEATURES|argannot|beta_lactam|GES-5|antibiotic_inactivation|1	287	861
BAD08689|FEATURES|argannot|beta_lactam|GES-4|antibiotic_inactivation|1	287	861
AAR97271|FEATURES|argannot|beta_lactam|GES-6|antibiotic_inactivation|1	287	861
AAK18183|FEATURES|argannot|beta_lactam|GES-8|antibiotic_inactivation|1	287	861
AAY43207|FEATURES|argannot|beta_lactam|GES-9|antibiotic_inactivation|1	287	861
ACS73598|FEATURES|argannot|beta_lactam|GES-10|antibiotic_inactivation|1	287	861
AEO12975|FEATURES|argannot|beta_lactam|GES-11|antibiotic_inactivation|1	287	861
CBG22732|FEATURES|argannot|beta_lactam|GES-12|antibiotic_inactivation|1	287	861
ACZ54536|FEATURES|argannot|beta_lactam|GES-13|antibiotic_inactivation|1	287	861
ADC91899.1|FEATURES|argannot|beta_lactam|GES-14|antibiotic_inactivation|1	287	861
ACZ98826|FEATURES|argannot|beta_lactam|GES-15|antibiotic_inactivation|1	287	861
ADJ94120|FEATURES|argannot|beta_lactam|GES-16|antibiotic_inactivation|1	287	861
ADZ48685|FEATURES|argannot|beta_lactam|GES-17|antibiotic_inactivation|1	287	861
AEX59144|FEATURES|argannot|beta_lactam|GES-18|antibiotic_inactivation|1	287	861
AEZ05107.1|FEATURES|argannot|beta_lactam|GES-19|antibiotic_inactivation|1	287	861
AEZ05108.1|FEATURES|argannot|beta_lactam|GES-20|antibiotic_inactivation|1	287	861
AFK80745|FEATURES|argannot|beta_lactam|GES-21|antibiotic_inactivation|1	287	861
AFU25739|FEATURES|argannot|beta_lactam|GES-22|antibiotic_inactivation|1	287	861
AGT20529|FEATURES|argannot|beta_lactam|GES-23|antibiotic_inactivation|1	287	861
BAP75641|FEATURES|argannot|beta_lactam|GES-24|antibiotic_inactivation|1	287	861
AJP67510|FEATURES|argannot|beta_lactam|GES-26|antibiotic_inactivation|1	287	861
CAA54602|FEATURES|argannot|beta_lactam|FOX-1|antibiotic_inactivation|1	382	1146
CAA71325|FEATURES|argannot|beta_lactam|FOX-2|antibiotic_inactivation|1	382	1146
CAA71947|FEATURES|argannot|beta_lactam|FOX-3|antibiotic_inactivation|1	382	1146
CAB89086|FEATURES|argannot|beta_lactam|FOX-4|antibiotic_inactivation|1	382	1146
AAG12974|FEATURES|argannot|beta_lactam|FOX-5|antibiotic_inactivation|1	382	1146
CAG28257|FEATURES|argannot|beta_lactam|FOX-7|antibiotic_inactivation|1	382	1146
ADK73994|FEATURES|argannot|beta_lactam|FOX-8|antibiotic_inactivation|1	382	1146
AEK78851|FEATURES|argannot|beta_lactam|FOX-9|antibiotic_inactivation|1	382	1146
AGE45503|FEATURES|argannot|beta_lactam|FOX-10|antibiotic_inactivation|1	382	1146
CAB61635|FEATURES|argannot|beta_lactam|fonA-1|antibiotic_inactivation|1	295	885
CAB61637|FEATURES|argannot|beta_lactam|fonA-2|antibiotic_inactivation|1	295	885
CAB61639|FEATURES|argannot|beta_lactam|fonA-3|antibiotic_inactivation|1	295	885
CAB61641|FEATURES|argannot|beta_lactam|fonA-4|antibiotic_inactivation|1	295	885
CAB61643|FEATURES|argannot|beta_lactam|fonA-5|antibiotic_inactivation|1	295	885
CAB61645|FEATURES|argannot|beta_lactam|BL2be_ctxm|antibiotic_inactivation|1	295	885
AAB81957|FEATURES|argannot|beta_lactam|BSONL12_02412|antibiotic_inactivation|1	297	891
AAL86999|FEATURES|argannot|beta_lactam|CTX-M-105|antibiotic_inactivation|1	293	879
AAN32638|FEATURES|argannot|beta_lactam|EBR-1|antibiotic_inactivation|1	235	705
ADD91577|FEATURES|argannot|beta_lactam|DIM-1|antibiotic_inactivation|1	251	753
ADM51921|FEATURES|argannot|beta_lactam|DHA-1|antibiotic_inactivation|1	379	1137
AAG36927|FEATURES|argannot|beta_lactam|DHA-2|antibiotic_inactivation|1	379	1137
AAR87489|FEATURES|argannot|beta_lactam|DHA-3|antibiotic_inactivation|1	379	1137
AEL22919|FEATURES|argannot|beta_lactam|DHA-5|antibiotic_inactivation|1	379	1137
ADT91161|FEATURES|argannot|beta_lactam|DHA-6|antibiotic_inactivation|1	379	1137
ADQ00385|FEATURES|argannot|beta_lactam|DHA-7|antibiotic_inactivation|1	379	1137
AHL39320|FEATURES|argannot|beta_lactam|blaDHA-9|antibiotic_inactivation|1	379	1137
ALE30770|FEATURES|argannot|beta_lactam|bla(IMI-8)|antibiotic_inactivation|1	294	882
BAX00166|FEATURES|argannot|beta_lactam|bla(IMI-8)|antibiotic_inactivation|1	294	882
AQS23610|FEATURES|argannot|beta_lactam|bla(IMI-8)|antibiotic_inactivation|1	294	882
WP_063865149|FEATURES|argannot|beta_lactam|VCC-1|antibiotic_inactivation|1	284	852
CAA90890|FEATURES|argannot|beta_lactam|BL2c_pse3|antibiotic_inactivation|1	314	942
CAA90891|FEATURES|argannot|beta_lactam|BL2c_pse3|antibiotic_inactivation|1	314	942
AFI56422|FEATURES|argannot|beta_lactam|blaCMH-1|antibiotic_inactivation|1	381	1143
AAL55262|FEATURES|argannot|beta_lactam|TLA-2|antibiotic_inactivation|1	292	876
BAL40892|FEATURES|argannot|beta_lactam|TLA-3|antibiotic_inactivation|1	292	876
BAL40893|FEATURES|argannot|beta_lactam|TLA-3|antibiotic_inactivation|1	292	876
BAL40894|FEATURES|argannot|beta_lactam|TLA-3|antibiotic_inactivation|1	292	876
BAL40895|FEATURES|argannot|beta_lactam|TLA-3|antibiotic_inactivation|1	292	876
AAR06587|FEATURES|argannot|beta_lactam|SME-2|antibiotic_inactivation|1	309	927
AFV91534|FEATURES|argannot|beta_lactam|NDM-6|antibiotic_inactivation|1	262	786
ABK58097|FEATURES|argannot|beta_lactam|blaLAP-1|antibiotic_inactivation|1	285	855
ABV89601.1|FEATURES|argannot|beta_lactam|bla|antibiotic_inactivation|1	285	855
AKD43328|FEATURES|argannot|beta_lactam|bla|antibiotic_inactivation|1	313	939
ABY56045|FEATURES|argannot|beta_lactam|BL3_l|antibiotic_inactivation|1	286	858
AAP79046|FEATURES|argannot|beta_lactam|blaPLA-6A|antibiotic_inactivation|1	291	873
AAP79049|FEATURES|argannot|beta_lactam|blaPLA2a|antibiotic_inactivation|1	291	873
ADK47391|FEATURES|argannot|beta_lactam|TLA-2|antibiotic_inactivation|1	293	879
AAF23816|FEATURES|argannot|beta_lactam|vhw-1|antibiotic_inactivation|1	290	870
AAF23817|FEATURES|argannot|beta_lactam|vhh-1|antibiotic_inactivation|1	283	849
BAA23131|FEATURES|argannot|beta_lactam|classC|antibiotic_inactivation|1	378	1134
CAA79967|FEATURES|argannot|beta_lactam|NmcA|antibiotic_inactivation|1	292	876
AAP93850|FEATURES|argannot|beta_lactam|blaCMG|antibiotic_inactivation|1	351	1053
AIG20028|FEATURES|argannot|beta_lactam|MIR-5|antibiotic_inactivation|1	381	1143
CAB55427|FEATURES|argannot|beta_lactam|TLA-3|antibiotic_inactivation|1	295	885
AAL85333|FEATURES|argannot|beta_lactam|bla|antibiotic_inactivation|1	300	900
CAC87665|FEATURES|argannot|beta_lactam|CAU-1|antibiotic_inactivation|1	289	867
ABS29619|FEATURES|argannot|beta_lactam|CGB-1|antibiotic_inactivation|1	242	726
BAC76072|FEATURES|argannot|beta_lactam|CFE-1|antibiotic_inactivation|1	381	1143
AAA22904|FEATURES|argannot|beta_lactam|CcrA|antibiotic_inactivation|1	249	747
AAM63403|FEATURES|argannot|beta_lactam|CEPH-A3|antibiotic_inactivation|1	254	762
CAB76925|FEATURES|argannot|beta_lactam|BL1_ceps|antibiotic_inactivation|1	382	1146
AAA21535|FEATURES|argannot|beta_lactam|cepA|antibiotic_inactivation|1	300	900
AAA21534|FEATURES|argannot|beta_lactam|cepA|antibiotic_inactivation|1	300	900
AAA21533|FEATURES|argannot|beta_lactam|cepA|antibiotic_inactivation|1	300	900
CBX07044|FEATURES|argannot|beta_lactam|cepA|antibiotic_inactivation|1	300	900
AAO83986|FEATURES|argannot|beta_lactam|bcl1|antibiotic_inactivation|1	307	921
CAA52618|FEATURES|argannot|beta_lactam|CMY-2|antibiotic_inactivation|1	381	1143
ADB56658|FEATURES|argannot|beta_lactam|SME-2|antibiotic_inactivation|1	294	882
AAF61147|FEATURES|argannot|beta_lactam|KS18_02580|antibiotic_inactivation|1	292	876
AAR20595|FEATURES|argannot|beta_lactam|BLA1|antibiotic_inactivation|1	309	927
ADB27941|FEATURES|argannot|beta_lactam|BEL-1|antibiotic_inactivation|1	283	849
ACV69996|FEATURES|argannot|beta_lactam|BEL-2|antibiotic_inactivation|1	283	849
ACT09140|FEATURES|argannot|beta_lactam|BEL-3|antibiotic_inactivation|1	283	849
AAG44836|FEATURES|argannot|beta_lactam|penP|antibiotic_inactivation|1	310	930
CAB96921|FEATURES|argannot|beta_lactam|FEZ-1|antibiotic_inactivation|1	282	846
BAI66131|FEATURES|argannot|beta_lactam|pbp2b|antibiotic_target_alteration|0	583	1749
CAA71441|FEATURES|argannot|beta_lactam|imiS|antibiotic_inactivation|1	255	765
CAD69003|FEATURES|argannot|beta_lactam|imiH|antibiotic_inactivation|1	254	762
BAE75889|FEATURES|argannot|beta_lactam|mecC|antibiotic_target_replacement|1	668	2004
CDH98053|FEATURES|argannot|beta_lactam|mecC|antibiotic_target_replacement|1	665	1995
CAC33832|FEATURES|argannot|beta_lactam|THIN-B|antibiotic_inactivation|1	316	948
AAL57765|FEATURES|argannot|beta_lactam|BL2e_fpm|antibiotic_inactivation|1	298	894
AAP97132|FEATURES|argannot|beta_lactam|CEPH-A3|antibiotic_inactivation|1	254	762
NP_214233.1|FEATURES|argannot|beta_lactam|cphA1|antibiotic_inactivation|0	326	978
NP_213666.1|FEATURES|argannot|beta_lactam|cphA2|antibiotic_inactivation|0	307	921
AAP69912|FEATURES|argannot|beta_lactam|cphA4|antibiotic_inactivation|1	254	762
AAP69913|FEATURES|argannot|beta_lactam|cphA5|antibiotic_inactivation|1	254	762
AAP69914|FEATURES|argannot|beta_lactam|cphA6|antibiotic_inactivation|1	254	762
AAP69915|FEATURES|argannot|beta_lactam|cphA6|antibiotic_inactivation|1	254	762
AAP97129|FEATURES|argannot|beta_lactam|cphA8|antibiotic_inactivation|1	254	762
F7RN35|FEATURES|UNIPROT_deepARG|beta_lactam|SOHN41_01775|antibiotic_inactivation|1	394	1182
ADF36549|FEATURES|argannot|beta_lactam|SPM-1|antibiotic_inactivation|1	276	828
ACT66697|FEATURES|argannot|beta_lactam|SIM-1|antibiotic_inactivation|1	246	738
AFI61435|FEATURES|argannot|beta_lactam|blaTEM-169|antibiotic_inactivation|1	269	807
AAS38487|FEATURES|argannot|beta_lactam|TEM-2|antibiotic_inactivation|1	286	858
CAA45828|FEATURES|argannot|beta_lactam|TEM-3|antibiotic_inactivation|1	286	858
CAA41038|FEATURES|argannot|beta_lactam|TEM-6|antibiotic_inactivation|1	286	858
AAO33760|FEATURES|argannot|beta_lactam|TEM-7|antibiotic_inactivation|1	261	783
CAA46344|FEATURES|argannot|beta_lactam|TEM-8|antibiotic_inactivation|1	286	858
AAB59975.1|FEATURES|argannot|beta_lactam|TEM-10|antibiotic_inactivation|1	269	807
AAW66604|FEATURES|argannot|beta_lactam|TEM-11|antibiotic_inactivation|1	286	858
AAA25053|FEATURES|argannot|beta_lactam|TEM-12|antibiotic_inactivation|1	286	858
CAO98721.1|FEATURES|argannot|beta_lactam|TEM-15|antibiotic_inactivation|1	286	858
CAA46346|FEATURES|argannot|beta_lactam|TEM-16|antibiotic_inactivation|1	286	858
CAA74912|FEATURES|argannot|beta_lactam|TEM-17|antibiotic_inactivation|1	286	858
ACB22021|FEATURES|argannot|beta_lactam|TEM-20|antibiotic_inactivation|1	286	858
AAN61404.1|FEATURES|argannot|beta_lactam|TEM-21|antibiotic_inactivation|1	286	858
CAA76795|FEATURES|argannot|beta_lactam|TEM-22|antibiotic_inactivation|1	286	858
ADC80822|FEATURES|argannot|beta_lactam|TEM-24|antibiotic_inactivation|1	286	858
